PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
450876,01-JAN-23,31-DEC-23,As Submitted,LUBBOCK HEART HOSPITAL                  ,4810 NORTH LOOP 289                     ,,LUBBOCK                                 ,TX                                      ,79416                                   ,LUBBOCK                                 ,,,,,,,,,,73,26645,1859,8,5389,,336.2,,564,8,1580,204,,,,,,
450880,01-JAN-23,31-DEC-23,As Submitted,BAYLOR SURGICAL HOSPITAL AT FORT WOR    ,1800 PARK PLACE AVENUE                  ,,FORT WORTH                              ,TX                                      ,76110                                   ,,,,,,,,,,,30,10950,776,,2817,,260.99,,390,,1343,,,,,,,
450883,01-JAN-23,31-DEC-23,As Submitted,BAYLOR MEDICAL CENTER AT TROPHY CLUB    ,2850 SOUTH HIGHWAY 114 E                ,,TROPHY CLUB                             ,TX                                      ,76262                                   ,DENTON                                  ,,,,,,,,,,21,7665,238,,1305,,153.06,,104,,542,,,,,,,
450888,01-JAN-23,31-DEC-23,As Submitted,SOUTHLAKE SPECIALITY HOSPITAL           ,1545 E SOUTHLAKE BLVD                   ,,SOUTHLAKE                               ,TX                                      ,76092                                   ,TARRANT                                 ,,,,,,,,,,17,6205,138,,546,,130.66,,74,,341,,,,,,,
450889,01-JAN-23,31-DEC-23,As Submitted,TEXAS INSTITUTE  FOR SURGERY AT PRES    ,7115 GREENVILLE AVE  SUITE 100          ,,DALLAS                                  ,TX                                      ,75234                                   ,DALLAS                                  ,,,,,,,,,,9,3285,313,,593,,162.34,,162,,303,,,,,,,
450890,01-JAN-23,31-DEC-23,As Submitted,BAYLOR S&W MEDICAL CENTER - PLANO       ,4700 ALLIANCE BLVD                      ,,PLANO                                   ,TX                                      ,75093-                                  ,COLLIN                                  ,,,,,,,,,,152,55480,14616,138,39011,,762.91,,3282,30,8122,78,,,,,,
450891,01-JAN-23,31-DEC-23,As Submitted,PRESBYTERIAN PLANO CENTER DIAG SRVCS    ,6020 W PARKER RD                        ,,PLANO                                   ,TX                                      ,75093-                                  ,DALLAS                                  ,,,,,,,,,,18,6570,118,,611,,177.83,,63,,367,,,,,,,
450893,01-JAN-23,31-DEC-23,As Submitted,THE HEART HOSPITAL BAYLOR DENTON        ,2801 SOUTH MAYHILL                      ,,DENTON                                  ,TX                                      ,76208                                   ,,,,,,,,,,,22,8030,1879,17,4410,,189.25,,577,3,1093,4,,,,,,
451300,01-OCT-22,30-SEP-23,As Submitted,PARMER COUNTY COMMUNITY HOSPITAL        ,1307 CLEVELAND STREET                   ,,FRIONA                                  ,TX                                      ,79035-                                  ,PARMER                                  ,,,,,,,,,,25,9125,1028,21,1158,,68.74,,64,5,109,,,,,,,
451301,01-OCT-22,30-SEP-23,As Submitted,REAGAN MEMORIAL HOSPITAL                ,1300 N MAIN AVE                         ,,BIG LAKE                                ,TX                                      ,76932-3938                              ,REAGAN                                  ,,,,,,,,,,7,2555,55,,173,,123.1,,5,,16,,,,,,,
451303,01-OCT-22,30-SEP-23,As Submitted,LIMESTONE MEDICAL CENTER                ,900 N. ELLIS                            ,,GROESBECK                               ,TX                                      ,76642-                                  ,LIMESTONE                               ,,,,,,,,,,20,7300,765,,1700,,177.14,,73,,209,1,,,,,,
451304,01-JAN-23,31-DEC-23,As Submitted,SCHLEICHER COUNTY MEDICAL CENTER        ,102 NORTH US HWY 277                    ,,ELDORADO                                ,TX                                      ,76936-                                  ,SCHLEICHER                              ,,,,,,,,,,14,5110,399,,638,,43.73,,22,,47,,,,,,,
451306,01-OCT-22,30-SEP-23,As Submitted,KIMBLE HOSPITAL                         ,349 REID RD                             ,,JUNCTION                                ,TX                                      ,76849-3024                              ,KIMBLE                                  ,,,,,,,,,,15,5475,404,5,489,,46.19,,58,3,84,,,,,,,
451307,01-JAN-23,31-DEC-23,As Submitted,IRAAN GENERAL HOSPITAL DISTRICT         ,320 WEST 5TH STREET                     ,,IRAAN                                   ,TX                                      ,79744                                   ,PECOS                                   ,,,,,,,,,,14,5110,215,,305,,41.49,,19,,31,1,,,,,,
451308,01-JAN-23,31-DEC-23,As Submitted,YOAKUM COUNTY HOSPITAL                  ,412 MUSTANG AVENUE                      ,,DENVER CITY                             ,TX                                      ,79323                                   ,YOAKUM                                  ,,,,,,,,,,24,8760,592,94,1575,,176.94,,39,70,297,,,,,,,
451309,01-OCT-22,30-SEP-23,As Submitted,MCCAMEY COUNTY HOSPITAL DISTRICT        ,HIGHWAY 305 SOUTH                       ,1200                                    ,MCCAMEY                                 ,TX                                      ,79752                                   ,UPTON                                   ,,,,,,,,,,13,4745,284,,513,,62,,8,,29,2,,,,,,
451310,01-OCT-22,30-SEP-23,As Submitted,BALLINGER MEMORIAL HOSPITAL             ,BRONTE HIGHWAY & AVE B                  ,,BALLINGER                               ,TX                                      ,76821                                   ,RUNNELS                                 ,,,,,,,,,,16,5840,1701,,2544,,102.27,,55,,91,,,,,,,
451311,01-OCT-22,30-SEP-23,As Submitted,SWEENY COMMUNITY HOSPITAL               ,305 NORTH MCKINNEY                      ,,SWEENY                                  ,TX                                      ,77480-                                  ,BRAZORIA                                ,,,,,,,,,,12,4380,727,,2164,,169.84,,41,,165,9,,,,,,
451312,01-JAN-23,31-DEC-23,As Submitted,RICE MEDICAL CENTER                     ,600 S. AUSTIN RD.                       ,,EAGLE LAKE                              ,TX                                      ,76567                                   ,COLORADO                                ,,,,,,,,,,21,7665,596,,1172,,87.29,,58,,148,1,,,,,,
451313,01-JAN-23,31-DEC-23,As Submitted,FISHER COUNTY HOSPITAL DISTRICT         ,774 STATE HIGHWAY 70                    ,DRAWER F                                ,ROTAN                                   ,TX                                      ,79546                                   ,FISHER                                  ,,,,,,,,,,13,4745,373,,596,,62.97,,17,,25,1,,,,,,
451314,01-OCT-22,30-SEP-23,As Submitted,MEMORIAL HOSPITAL                       ,821 JEFEE DRIVE                         ,,KERMIT                                  ,TX                                      ,79745                                   ,WINKLER                                 ,,,,,,,,,,16,5840,421,,687,,75,,17,,46,1,,,,,,
451317,01-JAN-23,31-DEC-23,As Submitted,REFUGIO MEMORIAL HOSPITAL               ,107 SWIFT STREET                        ,,REFUGIO                                 ,TX                                      ,78377                                   ,REFUGIO                                 ,,,,,,,,,,20,7300,547,,1124,,120.28,,63,,115,4,,,,,,
451318,01-OCT-22,30-SEP-23,Amended,STONEWALL MEMORIAL HOSPITAL             ,HIGHWAY #83 & NORTH WASHINGTON AVE.     ,DRAWER C                                ,ASPERMONT                               ,TX                                      ,79502-                                  ,STONEWALL                               ,,,,,,,,,,20,7300,567,,838,,117.42,,65,,92,2,,,,,,
451320,01-OCT-22,30-SEP-23,As Submitted,OMNIPOINT HEALTH HOSPITAL               ,200 HOSPTIAL DRIVE                      ,,ANAHUAC                                 ,TX                                      ,77514                                   ,CHAMBERS                                ,,,,,,,,,,14,5110,142,76,548,,66.12,,15,,96,,,,,,,
451323,01-OCT-22,30-SEP-23,As Submitted,ADVENTHEALTH ROLLINS BROOK              ,608 NORTH KEY AVENUE                    ,,LAMPASAS                                ,TX                                      ,76550                                   ,LAMPASAS                                ,,,,,,,,,,25,9125,854,2,2155,,90.1,,136,1,330,,,,,,,
451324,01-JAN-23,31-DEC-23,As Submitted,LILLIAN M. HUDSPETH MEMORIAL HOSP.      ,310 HUDSPETH                            ,,SONORA                                  ,TX                                      ,76950-                                  ,SUTTON                                  ,,,,,,,,,,11,4015,334,,608,,61,,20,,47,2,,,,,,
451325,01-OCT-22,30-SEP-23,As Submitted,CONCHO COUNTY HOSPITAL                  ,314 EAKER                               ,L                                       ,EDEN                                    ,TX                                      ,76837-                                  ,CONCHO                                  ,,,,,,,,,,16,5840,82,,281,,48.19,,14,,32,,,,,,,
451328,01-JAN-23,31-DEC-23,As Submitted,RICELAND MEDICAL CENTER                 ,538 BROADWAY                            ,,WINNIE                                  ,TX                                      ,77665                                   ,CHAMBERS                                ,,,,,,,,,,25,9125,943,2,1247,,174.87,,185,1,251,3,,,,,,
451329,01-OCT-22,30-SEP-23,As Submitted,RANKIN COUNTY HOSPITAL DISTRICT         ,1611 SPUR 576                           ,PO BOX 32                               ,RANKIN                                  ,TX                                      ,79778                                   ,UPTON                                   ,,,,,,,,,,15,5475,433,,576,,70.92,,6,,17,,,,,,,
451330,01-OCT-22,30-SEP-23,Amended,MEDINA REGIONAL HOSPITAL                ,3100 AVENUE E                           ,,HONDO                                   ,TX                                      ,78861-                                  ,MEDINA                                  ,,,,,,,,,,25,9125,1220,12,3489,,211.3,,94,5,494,,,,,,,
451337,01-OCT-22,30-SEP-23,As Submitted,W.J. MANGOLD MEMORIAL HOSPITAL          ,320 MAIN                                ,,LOCKNEY                                 ,TX                                      ,79241-                                  ,FLOYD                                   ,,,,,,,,,,25,9125,394,,846,,73.55,,49,,131,,,,,,,
451341,01-OCT-22,30-SEP-23,As Submitted,HASKELL MEMORIAL HOSPITAL               ,#1 NORTH AVENUE N                       ,,HASKELL                                 ,TX                                      ,76521-1117                              ,HASKELL                                 ,,,,,,,,,,25,9125,558,,909,,115.44,,31,,173,,,,,,,
451342,01-OCT-22,30-SEP-23,As Submitted,MITCHELL COUNTY HOSPITAL                ,997 WEST I-20                           ,,COLORADO CITY                           ,TX                                      ,79512-                                  ,MITCHELL                                ,,,,,,,,,,25,9125,563,,1331,,115.67,,36,,116,10,,,,,,
451343,01-OCT-22,30-SEP-23,As Submitted,ELECTRA MEMORIAL HOSPITAL               ,1207 SOUTH BAILEY STREET                ,,ELECTRA                                 ,TX                                      ,76360-                                  ,WICHITA                                 ,,,,,,,,,,19,6935,1425,,2227,,164.69,,95,,170,,,,,,,
451344,01-OCT-22,30-SEP-23,As Submitted,HANSFORD COUNTY HOSPITAL DISTRICT       ,707 S ROLAND ST                         ,,SPEARMAN                                ,TX                                      ,79081                                   ,HANSFORD                                ,,,,,,,,,,14,5110,550,,775,,155.34,,49,,80,,,,,,,
451347,01-OCT-22,30-SEP-23,As Submitted,COLEMAN COUNTY MEDICAL CENTER           ,310 S. PECOS                            ,,COLEMAN                                 ,TX                                      ,76834                                   ,COLEMAN                                 ,,,,,,,,,,25,9125,1797,46,2032,,90.99,,185,18,250,,,,,,,
451349,01-JAN-23,31-DEC-23,As Submitted,SWISHER MEMORIAL HEALTHCARE SYSTEM      ,SWISHER MEMORIAL HEALTHCARE SYSTEM      ,PO BOX539                               ,TULIA                                   ,TX                                      ,79088                                   ,SWISHER                                 ,,,,,,,,,,20,7300,464,,943,,53,,32,,64,5,,,,,,
451350,01-OCT-22,30-SEP-23,As Submitted,PLAINS MEMORIAL HOSPITAL                ,310 WEST HALSELL                        ,278                                     ,DIMMITT                                 ,TX                                      ,79027-0278                              ,CASTRO                                  ,,,,,,,,,,17,6205,664,,934,,93.64,,55,,110,,,,,,,
451351,01-OCT-22,30-SEP-23,As Submitted,LYNN COUNTY HOSPITAL                    ,2600 LOCKWOOD STREET                    ,1310                                    ,TAHOKA                                  ,TX                                      ,79373-                                  ,LYNN                                    ,,,,,,,,,,24,8760,929,,1918,,161.6,,64,,115,,,,,,,
451352,01-JAN-23,31-DEC-23,As Submitted,HARDEMAN COUNTY HOSPITAL                ,402 MERCER ST                           ,,QUANAH                                  ,TX                                      ,79252                                   ,HARDEMAN                                ,,,,,,,,,,24,8760,409,,765,,75.64,,58,,104,,,,,,,
451353,01-OCT-22,30-SEP-23,Amended,CRANE COUNTY HOSPITAL DISTRICT          ,1310 SOUTH ALFORD                       ,,CRANE                                   ,TX                                      ,79731-                                  ,CRANE                                   ,,,,,,,,,,15,5475,378,,551,,54.47,,27,,41,3,,,,,,
451355,01-OCT-22,30-SEP-23,As Submitted,COLLINGSWORTH GENERAL HOSPITAL          ,1013 15TH STREET                        ,1112                                    ,WELLINGTON                              ,TX                                      ,79095-                                  ,COLLINGSWORTH                           ,,,,,,,,,,13,4745,607,,642,,51.08,,41,,53,,,,,,,
451358,01-OCT-22,30-SEP-23,As Submitted,MEMORIAL HOSPITAL-SEMINOLE              ,209 NORTHWEST 8TH STREET                ,,SEMINOLE                                ,TX                                      ,79360-3499                              ,GAINES                                  ,,,,,,,,,,25,9125,695,50,2733,,288,,37,29,167,,,,,,,
451359,01-OCT-22,30-SEP-23,As Submitted,OCHILTREE GENERAL HOSPITAL              ,3101 GARRETT DRIVE                      ,,PERRYTON                                ,TX                                      ,79070-                                  ,OCHILTREE                               ,,,,,,,,,,25,9125,945,74,1775,,117.09,,77,41,379,,,,,,,
451361,01-JAN-23,31-DEC-23,As Submitted,PREFERRED HOSPITAL LEASING HEMPHILL     ,2301 STATE HIGHWAY 83W                  ,750                                     ,HEMPHILL                                ,TX                                      ,75948                                   ,SABINE                                  ,,,,,,,,,,25,9125,464,6,509,,60.61,,67,3,81,,,,,,,
451362,01-OCT-22,30-SEP-23,As Submitted,CLAY COUNTY MEMORIAL HOSPITAL           ,310 WEST SOUTH STREET                   ,,HENRIETTA                               ,TX                                      ,76365-                                  ,CLAY                                    ,,,,,,,,,,25,9125,402,,679,,94,,99,,150,,,,,,,
451363,01-OCT-22,30-SEP-23,As Submitted,JACKSON COUNTY HOSPITAL                 ,1013 SOUTH WELLS                        ,,EDNA                                    ,TX                                      ,77957-4098                              ,JACKSON                                 ,,,,,,,,,,25,9125,677,,1276,,164.93,,29,,62,,,,,,,
451366,01-OCT-22,30-SEP-23,As Submitted,COCHRAN MEMORIAL HOSPITAL               ,201 EAST GRANT                          ,,MORTON                                  ,TX                                      ,79346-                                  ,COCHRAN                                 ,,,,,,,,,,18,6570,13,,24,,39.5,,4,,11,,,,,,,
451367,01-DEC-22,30-NOV-23,As Submitted,UT HEALTH EAST TEXAS PITTSBURG          ,2701 US HWY 271 N                       ,,PITTSBURG                               ,TX                                      ,75686-                                  ,CAMP                                    ,,,,,,,,,,25,9125,1100,1,3002,4.95,116.98,,222,1,624,30,,,,,,
451369,01-JAN-23,31-DEC-23,As Submitted,GOLDEN PLAINS COMMUNITY HOSPITAL        ,100 MEDICAL DR                          ,,BORGER                                  ,TX                                      ,79007                                   ,HUTCHINSON                              ,,,,,,,,,,25,9125,371,52,1493,,197.79,,74,29,348,,,,,,,
451370,01-JAN-23,31-DEC-23,As Submitted,TMC BONHAM HOSPITAL                     ,504 LIPSCOMB BLVD                       ,,BONHAM                                  ,TX                                      ,75418-4028                              ,FANNIN                                  ,,,,,,,,,,25,9125,1957,,4617,,112.48,,80,,306,,,,,,,
451372,01-OCT-22,30-SEP-23,As Submitted,MULESHOE AREA MEDICAL CENTER            ,708 SOUTH FIRST STREET                  ,,MULESHOE                                ,TX                                      ,79347-3627                              ,BAILEY                                  ,,,,,,,,,,25,9125,206,1,238,,53.52,,19,1,31,,,,,,,
451373,01-JAN-23,31-DEC-23,As Submitted,WARD MEMORIAL HOSPITAL                  ,406 SOUTH GARY AVENUE                   ,,MONAHANS                                ,TX                                      ,79756                                   ,WARD                                    ,,,,,,,,,,19,6935,857,,1672,,85.61,,89,,226,14,,,,,,
451374,01-JAN-23,31-DEC-23,As Submitted,SCOTT AND WHITE HOSPITAL TAYLOR         ,305 MALLARD LANE                        ,,TAYLOR                                  ,TX                                      ,76574-                                  ,WILLIAMSON                              ,,,,,,,,,,25,9125,367,23,1869,,546.51,,59,,357,11,,,,,,
451375,01-OCT-22,30-SEP-23,Amended,LIBERTY-DAYTON REGIONAL MEDICAL CENT    ,1353 NORTH TRAVIS                       ,,LIBERTY                                 ,TX                                      ,77575                                   ,LIBERTY                                 ,,,,,,,,,,25,9125,470,,987,,110.34,,42,,90,,,,,,,
451376,01-JAN-23,31-DEC-23,As Submitted,LAVACA MEDICAL CENTER                   ,1400 N. TEXANA                          ,,HALLETTSVILLE                           ,TX                                      ,77964-                                  ,LAVACA                                  ,,,,,,,,,,25,9125,1257,,2048,,114.52,,240,,403,7,,,,,,
451378,01-OCT-22,30-SEP-23,As Submitted,BIG BEND REGIONAL MED CTR               ,2600 HIGHWAY 118 NORTH                  ,,ALPINE                                  ,TX                                      ,79830-                                  ,BREWSTER                                ,,,,,,,,,,22,8030,720,41,1999,,98.87,,82,4,425,69,,,,,,
451382,01-JAN-23,31-DEC-23,As Submitted,COMANCHE COUNTY MEDICAL CENTER          ,10201 HIGHWAY 16 NORTH                  ,,COMANCHE                                ,TX                                      ,76442-                                  ,COMANCHE                                ,,,,,,,,,,16,5840,1468,5,2288,,128.15,,236,2,398,12,,,,,,
451384,01-JAN-23,31-DEC-23,As Submitted,D.M. COGDELL MEMORIAL HOSPITAL          ,1700 COGDELL BLVD                       ,,SNYDER                                  ,TX                                      ,79549-                                  ,SCURRY                                  ,,,,,,,,,,25,9125,692,34,2286,,221.07,,128,15,495,,,,,,,
451389,01-JAN-23,30-JUN-23,As Submitted,PECOS COUNTY MEMORIAL HOSPITAL          ,386 W IH-10                             ,,FORT STOCKTON                           ,TX                                      ,79735                                   ,PECOS                                   ,,,,,,,,,,25,4525,136,13,635,,164,,28,6,163,28,,,,,,
451389,01-JUL-23,31-DEC-23,As Submitted,PECOS COUNTY MEMORIAL HOSPITAL          ,386 W IH-10                             ,,FORT STOCKTON                           ,TX                                      ,79735                                   ,PECOS                                   ,,,,,,,,,,25,4600,131,18,774,,74,,23,7,167,26,,,,,,
451390,01-OCT-22,30-SEP-23,As Submitted,DIMMIT REGIONAL HOSPITAL DISTRICT       ,704 HOSPITAL DRIVE                      ,1016                                    ,CARRIZO SPRINGS                         ,TX                                      ,78834-                                  ,DIMMIT                                  ,,,,,,,,,,25,9125,625,21,2460,,163.22,,78,5,468,130,,,,,,
451391,01-JAN-23,31-DEC-23,As Submitted,FRIO REGIONAL HOSPITAL                  ,200 S. IH 35                            ,,PEARSALL                                ,TX                                      ,78061                                   ,FRIO                                    ,,,,,,,,,,22,8030,934,10,3272,,132.95,,58,3,402,78,,,,,,
451392,01-OCT-22,30-SEP-23,As Submitted,HAMILTON GENERAL HOSPITAL               ,400 NORTH BROWN                         ,,HAMILTON                                ,TX                                      ,76531-                                  ,HAMILTON                                ,,,,,,,,,,25,9125,959,,2584,,384.74,,126,,384,1,,,,,,
451394,01-OCT-22,30-SEP-23,As Submitted,KNOX COUNTY HOSPITAL                    ,712 SOUTH FIFTH                         ,,KNOX CITY                               ,TX                                      ,79529                                   ,KNOX                                    ,,,,,,,,,,25,9125,152,,582,,79.34,,37,,94,,,,,,,
451396,01-JAN-23,31-DEC-23,As Submitted,MID COAST MEDICAL CENTER-CENTRAL        ,200 N. OLLIE STREET                     ,,LLANO                                   ,TX                                      ,78643                                   ,,,,,,,,,,,25,9125,964,,1381,,39.41,,38,,89,,,,,,,
451397,01-JAN-23,31-DEC-23,As Submitted,BAYLOR SCOTT & WHITE WMC - BRENHAM      ,700 MEDICAL PARKWAY                     ,,BRENHAM                                 ,TX                                      ,77833-                                  ,WASHINGTON                              ,,,,,,,,,,25,9125,1102,241,3851,,165.64,,310,85,1147,219,,,,,,
451990,01-JAN-23,31-DEC-23,As Submitted,THE LEAVES  INC.                        ,1230 W. SPRING VALLEY RD                ,,RICHARDSON                              ,TX                                      ,75080-7709                              ,DALLAS                                  ,,,,,,,,,,20,7300,74,,4254,,24.95,,4,,17,,,,,,,
452022,01-JAN-23,31-DEC-23,As Submitted,SSH - DALLAS  INC.                      ,1100 ALLIED DRIVE                       ,,PLANO                                   ,TX                                      ,75093                                   ,DALLAS                                  ,,,,,,,,,,61,22265,6673,,18199,,193.51,,249,,630,,,,,,,
452038,01-JAN-23,31-DEC-23,As Submitted,TEXAS NEURO REHAB CENTER                ,1106 WEST DITTMAR ROAD                  ,,AUSTIN                                  ,TX                                      ,78745                                   ,TRAVIS                                  ,,,,,,,,,,47,17155,2769,,13648,,105.1,,123,,479,,,,,,,
452041,01-JAN-23,31-DEC-23,As Submitted,CARRUS SPECIALTY HOSPITAL               ,1810 WEST HIGHWAY 82                    ,,SHERMAN                                 ,TX                                      ,78092-7378                              ,GRAYSON                                 ,,,,,,,,,,33,12045,5056,,8698,,93.78,,236,,315,,,,,,,
452060,27-JAN-23,31-AUG-23,As Submitted,KPC PROMISE HOPSITAL OF AMARILLO        ,7501 WALLACE BLVD.                      ,,AMARILLO                                ,TX                                      ,79124                                   ,POTTER                                  ,,,,,,,,,,54,11718,2028,,3870,,104.41,,85,,152,,,,,,,
452062,01-JAN-23,31-DEC-23,As Submitted,WARM SPRINGS SPECIALITY HOSPITAL        ,200 MEMORIAL DRIVE                      ,,LULING                                  ,TX                                      ,78648                                   ,CALDWELL                                ,,,,,,,,,,25,9125,3426,,6598,,89.79,,197,,251,,,,,,,421
452087,01-JAN-23,31-DEC-23,As Submitted,SSH - LONGVIEW  INC.                    ,700 EAST MARSHALL AVENUE                ,,LONGVIEW                                ,TX                                      ,75601                                   ,GREGG                                   ,,,,,,,,,,32,11680,3957,,7797,,82.59,,163,,300,,,,,,,
452091,01-JAN-23,31-DEC-23,As Submitted,TYLER CONTINUECARE HOSPITAL             ,800 E. DAWSON 4TH FLOOR                 ,,TYLER                                   ,TX                                      ,75701                                   ,SMITH                                   ,,,,,,,,,,51,18615,6017,,10946,,84.3,,257,,407,,,,,,,
452094,01-JAN-23,31-DEC-23,As Submitted,VICTORIA WARM SPRINGS SPECIALTY HOSP    ,102 MEDICAL DRIVE                       ,,VICTORIA                                ,TX                                      ,77904                                   ,VICTORIA                                ,,,,,,,,,,31,11315,5694,,9674,,117.68,,272,,443,,,,,,,302
452105,01-JAN-23,31-DEC-23,As Submitted,BAYLOR SCOTT & WHITE CONTINUING CARE    ,546 KEGLEY RD                           ,,TEMPLE                                  ,TX                                      ,76502                                   ,,,,,,,,,,,25,9125,1182,,7965,,107.29,,47,,573,1,,,,,,
452106,01-OCT-22,30-SEP-23,As Submitted,POST ACUTE MEDICAL OF NEW BRAUNFELS     ,1445 HANZ DRIVE                         ,,NEW BRANFELS                            ,TX                                      ,78130                                   ,COMAL                                   ,,,,,,,,,,17,6205,3587,,5937,,80.6,,218,,334,,,,,,,471
452111,01-DEC-22,30-NOV-23,As Submitted,ATRIUM MEDICAL CENTER                   ,2813 S. MAYHILL ROAD                    ,,DENTON                                  ,TX                                      ,76208                                   ,DENTON                                  ,,,,,,,,,,20,7300,1871,,2908,,118.79,,88,,141,,,,,,,93
452114,01-OCT-22,30-SEP-23,As Submitted,ATRIUM MEDICAL CENTER                   ,11929 WEST AIRPORT BLVD. STE 110        ,,STAFFORD                                ,TX                                      ,77477                                   ,FORT BEND                               ,,,,,,,,,,68,24820,2837,,3641,,16,,117,,124,,,,,,,
452118,01-JAN-23,31-DEC-23,As Submitted,HOUSTON METHODIST ST. CATHERINE LTAC    ,701 SOUTH FRY ROAD                      ,,KATY                                    ,TX                                      ,77450                                   ,HARRIS                                  ,,,,,,,,,,145,52925,6708,36,19432,,386.82,,240,4,618,14,,,,,,
452122,01-JAN-23,31-DEC-23,As Submitted,EL PASO LTAC HOSPITAL                   ,1221 N. COTTON STREET  3RD FLOOR        ,,EL PASO                                 ,TX                                      ,79902-                                  ,EL PASO                                 ,,,,,,,,,,33,12045,333,,4118,,75.28,,16,,112,,,,,,,
453025,01-JAN-23,31-DEC-23,As Submitted,MEMORIAL HERMANN TIRR                   ,1333 MOURSUND                           ,,HOUSTON                                 ,TX                                      ,77030                                   ,HARRIS                                  ,,,,,,,,,54400,134,48910,5044,1,37217,13.97,964.31,,310,1,1643,36,,,,,,
453048,01-JAN-23,31-DEC-23,As Submitted,PAM SQUARED AT BEAUMONT                 ,3340 PLAZA 10 BLVD                      ,,BEAUMONT                                ,TX                                      ,77707                                   ,JEFFERSON                               ,,,,,,,,,,61,22265,4834,,7938,,100.54,,401,,632,,,,,,,
453056,01-JAN-23,31-DEC-23,As Submitted,CHRISTUS TRINITY MOTHER FRANCES REHA    ,3131 TROUP HWY                          ,,TYLER                                   ,TX                                      ,75701                                   ,SMITH                                   ,,,,,,,,,,94,34310,16010,,26717,,219.72,,1393,,2224,31,,,,,,
453091,01-JAN-23,31-DEC-23,As Submitted,WESLACO REGIONAL REHABILITATION HOSP    ,906 JAMES STREET                        ,,WESLACO                                 ,TX                                      ,78596                                   ,HIDALGO                                 ,,,,,,,,,,32,11680,2086,,6248,,83.15,,149,,448,20,,,,,,
453092,01-JAN-23,31-DEC-23,As Submitted,SOUTH TEXAS REHABILITATION HOSPITAL     ,425 EAST ALTON GLOOR BLVD               ,,BROWNSVILLE                             ,TX                                      ,78526                                   ,CAMERON                                 ,,,,,,,,,,40,14600,4214,,10456,,119.53,,293,,693,20,,,,,,
453300,01-OCT-22,30-SEP-23,As Submitted,COOK CHILDRENS MEDICAL CENTER           ,801 SEVENTH AVENUE                      ,,FORT WORTH                              ,TX                                      ,76104-2796                              ,TARRANT                                 ,,,,,,,,,294,447,163155,447,5423,87901,12.24,5571.66,,46,365,10296,,,,,,,
453302,01-JAN-23,31-DEC-23,As Submitted,CHILDRENS MEDICAL CENTER OF DALLAS      ,1935 MEDICAL CENTER DRIVE               ,,DALLAS                                  ,TX                                      ,75235                                   ,,,,,,,,,,8509,388,141620,539,8674,101547,251,6756,,90,939,13395,7093,,,,,,
453304,01-OCT-22,30-SEP-23,As Submitted,TEXAS CHILDRENS HOSPITAL                ,6621 FANNIN                             ,,HOUSTON                                 ,TX                                      ,77030                                   ,HARRIS                                  ,,,,,,,,,6316,905,328629,569,15410,250978,438.14,12132.6,,64,1839,36143,18659,,,,,,
453313,01-OCT-22,30-SEP-23,As Submitted,EL PASO CHILDRENS HOSPITAL              ,4845 ALAMEDA AVE                        ,,EL PASO                                 ,TX                                      ,79905                                   ,EL PASO                                 ,,,,,,,,,,122,44530,2,3458,26669,26.86,592.31,,1,253,4422,2352,,,,,,
453314,01-OCT-22,30-SEP-23,Settled,TEXAS SCOTTISH RITE HOSPITAL FOR CHI    ,2222 WELBORN STREET                     ,,DALLAS                                  ,TX                                      ,75219                                   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453316,01-JAN-23,31-DEC-23,As Submitted,CHILDRENS MEDICAL CENTER OF PLANO       ,7601 PRESTON RD                         ,,PLANO                                   ,TX                                      ,75024                                   ,COLLIN                                  ,,,,,,,,,,60,21900,,704,17224,,1485,,,114,5179,1332,,,,,,
453317,28-FEB-23,30-SEP-23,Settled,COOK CHILDREN CARE                      ,4100 W UNIVERSITY DR                    ,,PROSPER                                 ,TX                                      ,75078                                   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454012,01-JAN-23,31-DEC-23,As Submitted,MILLWOOD HOSPITAL                       ,1011 NORTH COOPER STREET                ,,ARLINGTON                               ,TX                                      ,76001                                   ,TARRANT                                 ,,,,,,,,,,134,48910,2343,103,35856,,239.7,,254,15,5044,1684,,,,,,
